,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_P_Onsets,ECG_T_Offsets,ECG_Start,ECG_Stop,ECG_R_Peaks
36,"[172, 563, 967, 1361, 1771, 2173, 2572, 2971, 3378, 3795, 4227, 4633]","[214, 592, 996, 1398, 1799, 2223, 2629, 3017, 3421, 3844, 4268, 4668]","[250, 643, 1038, 1446, 1852, 2259, 2654, 3051, 3459, 3884, 4300, 4720]","[373, 744, 1134, 1564, 1965, 2356, 2771, 3155, 3563, 3989, 4420, 4833]","[157, 532, 940, 1321, 1763, 2162, 2507, 2961, 3365, 3761, 4188, 4626]","[398, 786, 1201, 1585, 2002, 2374, 2782, 3205, 3575, 4031, 4438, 4898]","[107, 482, 890, 1271, 1713, 2112, 2457, 2911, 3315, 3711, 4138, 4576]","[448, 836, 1251, 1635, 2052, 2424, 2832, 3255, 3625, 4081, 4488, 4948]","[239, 630, 1026, 1433, 1841, 2246, 2641, 3038, 3448, 3873, 4289, 4709]"
37,"[228, 637, 1061, 1478, 1864, 2242, 2628, 3019, 3385, 3752, 4121, 4461, 4815]","[253, 666, 1096, 1525, 1892, 2279, 2669, 3064, 3414, 3799, 4162, 4509, 4844]","[299, 710, 1130, 1556, 1937, 2310, 2698, 3091, 3462, 3829, 4190, 4538, 4882]","[410, 817, 1246, 1660, 2038, 2418, 2805, 3196, 3569, 3937, 4296, 4644, 4890]","[218, 614, 1054, 1459, 1831, 2232, 2581, 3007, 3357, 3743, 4099, 4431, 4798]","[449, 848, 1275, 1692, 2074, 2449, 2840, 3249, 3601, 3987, 4329, 4676, 4986]","[168, 564, 1004, 1409, 1781, 2182, 2531, 2957, 3307, 3693, 4049, 4381, 4748]","[499, 898, 1325, 1742, 2124, 2499, 2890, 3299, 3651, 4037, 4379, 4726, 5036]","[288, 702, 1128, 1545, 1924, 2300, 2687, 3081, 3451, 3819, 4180, 4527, 4872]"
38,"[63, 424, 761, 1082, 1381, 1694, 1996, 2336, 2654, 2983, 3316, 3657, 4001, 4313, 4644]","[144, 481, 816, 1109, 1440, 1763, 2079, 2391, 2711, 3035, 3346, 3717, 4054, 4378, 4708]","[170, 506, 839, 1161, 1480, 1791, 2102, 2414, 2731, 3060, 3399, 3742, 4077, 4404, 4729]","[279, 594, 926, 1246, 1566, 1879, 2189, 2499, 2815, 3156, 3493, 3842, 4168, 4494, 4837]","[-4, 409, 751, 1045, 1372, 1686, 1968, 2284, 2572, 2971, 3305, 3649, 3957, 4302, 4634]","[298, 625, 964, 1284, 1605, 1918, 2227, 2536, 2857, 3178, 3539, 3874, 4193, 4530, 4852]","[-54, 359, 701, 995, 1322, 1636, 1918, 2234, 2522, 2921, 3255, 3599, 3907, 4252, 4584]","[348, 675, 1014, 1334, 1655, 1968, 2277, 2586, 2907, 3228, 3589, 3924, 4243, 4580, 4902]","[160, 496, 828, 1152, 1468, 1781, 2091, 2403, 2722, 3049, 3390, 3731, 4067, 4395, 4718]"
39,"[298, 762, 1267, 1791, 2337, 2873, 3412, 3967, 4499, 4826]","[340, 804, 1315, 1833, 2387, 2921, 3462, 4010, 4541, 4885]","[370, 833, 1345, 1864, 2413, 2950, 3496, 4040, 4568, 4923]","[492, 957, 1463, 1988, 2533, 3074, 3615, 4166, 4683, 4936]","[252, 725, 1256, 1724, 2321, 2798, 3389, 3871, 4490, 4813]","[519, 990, 1496, 2014, 2632, 3106, 3714, 4194, 4717, 4982]","[202, 675, 1206, 1674, 2271, 2748, 3339, 3821, 4440, 4763]","[569, 1040, 1546, 2064, 2682, 3156, 3764, 4244, 4767, 5032]","[358, 821, 1330, 1852, 2401, 2938, 3480, 4027, 4557, 4921]"
40,"[95, 539, 960, 1385, 1805, 2211, 2642, 3087, 3503, 3893, 4293, 4675]","[146, 587, 1015, 1433, 1852, 2258, 2690, 3133, 3549, 3947, 4348, 4732]","[174, 614, 1048, 1459, 1891, 2298, 2718, 3171, 3576, 3973, 4385, 4762]","[293, 724, 1150, 1575, 1992, 2397, 2842, 3274, 3694, 4082, 4485, 4884]","[49, 515, 940, 1364, 1768, 2185, 2614, 3064, 3497, 3885, 4253, 4658]","[321, 766, 1203, 1608, 2022, 2436, 2886, 3322, 3736, 4121, 4546, 4917]","[-1, 465, 890, 1314, 1718, 2135, 2564, 3014, 3447, 3835, 4203, 4608]","[371, 816, 1253, 1658, 2072, 2486, 2936, 3372, 3786, 4171, 4596, 4967]","[161, 601, 1027, 1448, 1867, 2272, 2705, 3147, 3564, 3960, 4361, 4748]"
41,"[300, 748, 1181, 1596, 2028, 2473, 2930, 3397, 3866, 4333, 4796]","[328, 785, 1210, 1642, 2054, 2517, 2977, 3439, 3907, 4351, 4832]","[390, 833, 1259, 1683, 2115, 2563, 3019, 3493, 3953, 4430, 4882]","[478, 922, 1352, 1771, 2211, 2654, 3104, 3570, 4041, 4516, 4939]","[292, 705, 1164, 1586, 2017, 2461, 2904, 3372, 3835, 4317, 4719]","[510, 949, 1381, 1836, 2227, 2687, 3139, 3611, 4069, 4534, 4985]","[242, 655, 1114, 1536, 1967, 2411, 2854, 3322, 3785, 4267, 4669]","[560, 999, 1431, 1886, 2277, 2737, 3189, 3661, 4119, 4584, 5035]","[362, 803, 1234, 1657, 2088, 2533, 2992, 3457, 3925, 4394, 4853]"
42,"[482, 922, 1381, 1798, 2232, 2654, 3089, 3504, 3925, 4374, 4882]","[535, 973, 1430, 1857, 2271, 2709, 3133, 3551, 3979, 4426, 4917]","[560, 1000, 1451, 1879, 2302, 2731, 3156, 3572, 3998, 4450, nan]","[655, 1100, 1541, 1970, 2398, 2822, 3257, 3667, 4097, 4550, nan]","[424, 890, 1355, 1763, 2192, 2643, 3067, 3479, 3847, 4350, 4831]","[688, 1128, 1587, 1995, 2468, 2854, 3285, 3687, 4195, 4581, nan]","[374, 840, 1305, 1713, 2142, 2593, 3017, 3429, 3797, 4300, 4781]","[738.0, 1178.0, 1637.0, 2045.0, 2518.0, 2904.0, 3335.0, 3737.0, 4245.0, 4631.0, nan]","[548, 991, 1442, 1867, 2292, 2719, 3147, 3564, 3989, 4442, 4942]"
43,"[151, 498, 847, 1204, 1565, 1915, 2274, 2625, 2982, 3336, 3694, 4063, 4405, 4763]","[206, 560, 910, 1263, 1621, 1978, 2336, 2690, 3044, 3398, 3752, 4108, 4464, 4826]","[240, 591, 945, 1296, 1655, 2017, 2367, 2724, 3077, 3430, 3784, 4142, 4496, 4858]","[344, 691, 1044, 1401, 1749, 2111, 2454, 2816, 3174, 3522, 3879, 4231, 4591, 4877]","[130, 487, 788, 1190, 1518, 1903, 2247, 2603, 2901, 3324, 3674, 4033, 4388, 4752]","[385, 728, 1077, 1432, 1781, 2130, 2500, 2866, 3206, 3574, 3927, 4276, 4624, 4983]","[80, 437, 738, 1140, 1468, 1853, 2197, 2553, 2851, 3274, 3624, 3983, 4338, 4702]","[435, 778, 1127, 1482, 1831, 2180, 2550, 2916, 3256, 3624, 3977, 4326, 4674, 5033]","[219, 575, 925, 1279, 1634, 1991, 2350, 2704, 3056, 3411, 3768, 4123, 4479, 4840]"
44,"[231, 586, 940, 1294, 1652, 2008, 2352, 2697, 3040, 3366, 3726, 4074, 4413, 4754]","[286, 635, 986, 1340, 1699, 2056, 2402, 2744, 3081, 3422, 3775, 4119, 4458, 4800]","[316, 665, 1016, 1370, 1727, 2086, 2430, 2771, 3109, 3451, 3801, 4149, 4487, 4829]","[420, 768, 1122, 1474, 1832, 2193, 2537, 2876, 3212, 3551, 3903, 4248, 4584, 4930]","[216, 552, 905, 1283, 1641, 1995, 2288, 2659, 2953, 3354, 3681, 4038, 4379, 4720]","[451, 807, 1162, 1508, 1860, 2221, 2560, 2909, 3241, 3583, 3941, 4284, 4635, 4982]","[166, 502, 855, 1233, 1591, 1945, 2238, 2609, 2903, 3304, 3631, 3988, 4329, 4670]","[501, 857, 1212, 1558, 1910, 2271, 2610, 2959, 3291, 3633, 3991, 4334, 4685, 5032]","[305, 653, 1006, 1358, 1717, 2075, 2419, 2760, 3100, 3441, 3791, 4137, 4476, 4818]"
45,"[156, 575, 1009, 1428, 1840, 2254, 2686, 3122, 3546, 3971, 4401, 4869]","[210, 630, 1056, 1470, 1885, 2296, 2725, 3164, 3591, 4018, 4457, 4916]","[238, 660, 1085, 1497, 1911, 2325, 2754, 3192, 3617, 4048, 4485, 4944]","[347, 773, 1192, 1604, 2023, 2437, 2867, 3296, 3726, 4152, 4596, nan]","[144, 562, 988, 1363, 1787, 2233, 2673, 3099, 3523, 3936, 4393, 4808]","[375, 804, 1231, 1643, 2052, 2465, 2896, 3326, 3764, 4193, 4629, nan]","[94, 512, 938, 1313, 1737, 2183, 2623, 3049, 3473, 3886, 4343, 4758]","[425.0, 854.0, 1281.0, 1693.0, 2102.0, 2515.0, 2946.0, 3376.0, 3814.0, 4243.0, 4679.0, nan]","[225, 645, 1072, 1484, 1898, 2312, 2741, 3178, 3603, 4032, 4470, 4931]"
46,"[387, 825, 1269, 1678, 2094, 2488, 2909, nan, 3741, 4129, 4499, 4822]","[459, 906, 1333, 1752, 2171, 2576, 2980, 3172, 3798, 4190, 4570, 4876]","[485, 934, 1368, 1780, 2191, 2596, 3002, 3355, 3821, 4211, 4594, 4888]","[591, 1035, 1467, 1889, 2299, 2720, 3107, 3413, 3928, 4303, 4705, 4906]","[354, 804, 1231, 1647, 2070, 2474, 2893, nan, 3708, 4104, 4491, 4778]","[636, 1080, 1506, 1926, 2349, 2762, 3168, 3443, 3943, 4316, 4721, 4986]","[304.0, 754.0, 1181.0, 1597.0, 2020.0, 2424.0, 2843.0, nan, 3658.0, 4054.0, 4441.0, 4728.0]","[686, 1130, 1556, 1976, 2399, 2812, 3218, 3493, 3993, 4366, 4771, 5036]","[473, 919, 1350, 1771, 2182, 2588, 2990, 3255, 3812, 4202, 4585, 4879]"
47,"[287, 782, 1280, 1766, 2279, 2711, 3271, 3751, 4230, 4695]","[340, 836, 1330, 1798, 2325, 2807, 3317, 3792, 4259, 4742]","[366, 861, 1354, 1849, 2354, 2850, 3344, 3826, 4304, 4769]","[484, 969, 1468, 1953, 2456, 2963, 3456, 3936, 4400, 4887]","[237, 714, 1244, 1734, 2198, 2694, 3176, 3738, 4206, 4684]","[510, 1009, 1492, 1984, 2488, 2986, 3494, 3966, 4447, 4983]","[187, 664, 1194, 1684, 2148, 2644, 3126, 3688, 4156, 4634]","[560, 1059, 1542, 2034, 2538, 3036, 3544, 4016, 4497, 5033]","[354, 845, 1342, 1833, 2339, 2837, 3333, 3813, 4285, 4758]"
48,"[440, 889, 1318, 1747, 2155, 2549, 2974, 3419, 3880, 4324, 4747]","[502, 948, 1383, 1808, 2217, 2613, 3032, 3478, 3935, 4345, 4809]","[530, 973, 1409, 1834, 2245, 2639, 3060, 3506, 3967, 4411, 4841]","[644, 1089, 1521, 1949, 2358, 2754, 3173, 3623, 4080, 4526, nan]","[412, 877, 1302, 1704, 2141, 2538, 2947, 3397, 3854, 4312, 4714]","[677, 1121, 1547, 1988, 2403, 2782, 3219, 3660, 4111, 4549, nan]","[362, 827, 1252, 1654, 2091, 2488, 2897, 3347, 3804, 4262, 4664]","[727.0, 1171.0, 1597.0, 2038.0, 2453.0, 2832.0, 3269.0, 3710.0, 4161.0, 4599.0, nan]","[514, 959, 1395, 1821, 2232, 2626, 3045, 3490, 3952, 4397, 4827]"
49,"[110, 518, 910, 1313, 1750, 2167, 2561, 3014, 3458, 3874, 4290, 4696]","[161, 563, 954, 1367, 1805, 2212, 2614, 3051, 3498, 3926, 4342, 4760]","[184, 590, 983, 1390, 1831, 2239, 2642, 3078, 3524, 3951, 4369, 4790]","[278, 682, 1095, 1500, 1937, 2348, 2745, 3179, 3615, 4054, 4474, 4883]","[101, 465, 872, 1291, 1731, 2146, 2547, 2946, 3448, 3854, 4268, 4687]","[328, 725, 1107, 1547, 1977, 2395, 2780, 3241, 3655, 4080, 4520, 4924]","[51, 415, 822, 1241, 1681, 2096, 2497, 2896, 3398, 3804, 4218, 4637]","[378, 775, 1157, 1597, 2027, 2445, 2830, 3291, 3705, 4130, 4570, 4974]","[175, 577, 971, 1379, 1819, 2226, 2630, 3065, 3511, 3939, 4358, 4775]"
50,"[159, 424, 698, 963, 1258, 1575, 1857, 2413, 2800, 3145, 3492, 3833, 4144, 4443, 4751]","[204, 473, 732, 1035, 1308, 1632, 1908, 2464, 2850, 3208, 3545, 3885, 4201, 4509, 4801]","[240, 506, 777, 1057, 1349, 1663, 1984, 2492, 2878, 3231, 3572, 3911, 4232, 4535, 4834]","[336, 595, 873, 1149, 1443, 1752, 2081, 2601, 2974, 3332, 3673, 4008, 4327, 4630, 4931]","[102, 366, 629, 899, 1188, 1545, 1836, 2397, 2767, 3128, 3474, 3816, 4132, 4377, 4673]","[366, 629, 899, 1179, 1471, 1793, 2118, 2621, 3005, 3357, 3697, 4042, 4357, 4660, 4984]","[52, 316, 579, 849, 1138, 1495, 1786, 2347, 2717, 3078, 3424, 3766, 4082, 4327, 4623]","[416, 679, 949, 1229, 1521, 1843, 2168, 2671, 3055, 3407, 3747, 4092, 4407, 4710, 5034]","[229, 494, 766, 1045, 1338, 1651, 1972, 2481, 2866, 3220, 3561, 3900, 4221, 4524, 4823]"
51,"[271, 853, 1391, 1918, 2475, 3027, 3592, 4103, 4619]","[290, 873, 1416, 1933, 2507, 3066, 3618, 4155, 4657]","[334, 925, 1459, 1985, 2536, 3096, 3652, 4181, 4686]","[450, 1043, 1580, 2102, 2655, 3212, 3769, 4299, 4804]","[211, 838, 1378, 1904, 2452, 3002, 3546, 4092, 4602]","[484, 1066, 1606, 2132, 2681, 3251, 3796, 4329, 4837]","[161, 788, 1328, 1854, 2402, 2952, 3496, 4042, 4552]","[534, 1116, 1656, 2182, 2731, 3301, 3846, 4379, 4887]","[320, 911, 1446, 1972, 2523, 3083, 3639, 4168, 4673]"
52,"[349, 799, 1280, 1746, 2192, 2617, 3044, 3507, 3959, 4409, 4862]","[407, 859, 1328, 1801, 2245, 2676, 3109, 3564, 4022, 4457, 4922]","[435, 886, 1360, 1827, 2274, 2699, 3140, 3590, 4046, 4492, nan]","[539, 993, 1484, 1933, 2387, 2807, 3247, 3695, 4160, 4604, nan]","[325, 779, 1249, 1717, 2162, 2592, 3033, 3480, 3936, 4385, 4837]","[579, 1034, 1507, 1968, 2418, 2853, 3306, 3734, 4195, 4649, nan]","[275, 729, 1199, 1667, 2112, 2542, 2983, 3430, 3886, 4335, 4787]","[629.0, 1084.0, 1557.0, 2018.0, 2468.0, 2903.0, 3356.0, 3784.0, 4245.0, 4699.0, nan]","[423, 872, 1346, 1815, 2260, 2688, 3126, 3578, 4035, 4483, 4935]"
53,"[252, 644, 1082, 1507, 1944, 2380, 2790, 3219, 3628, 4044, 4458, 4881]","[317, 724, 1144, 1580, 2013, 2444, 2866, 3284, 3695, 4104, 4519, 4888]","[351, 754, 1176, 1612, 2040, 2474, 2896, 3308, 3725, 4137, 4551, 4904]","[453, 857, 1283, 1712, 2153, 2583, 2998, 3419, 3834, 4242, 4656, 4929]","[217, 610, 1024, 1499, 1924, 2356, 2762, 3202, 3611, 4006, 4416, 4861]","[480, 890, 1314, 1749, 2191, 2648, 3026, 3452, 3852, 4279, 4694, 4986]","[167, 560, 974, 1449, 1874, 2306, 2712, 3152, 3561, 3956, 4366, 4811]","[530, 940, 1364, 1799, 2241, 2698, 3076, 3502, 3902, 4329, 4744, 5036]","[331, 738, 1161, 1595, 2030, 2459, 2881, 3298, 3710, 4122, 4536, 4891]"
54,"[192, 672, 1141, 1596, 2045, 2512, 2985, 3445, 3907, 4355, 4815]","[248, 728, 1200, 1629, 2073, 2571, 3042, 3484, 3957, 4414, 4845]","[273, 759, 1229, 1678, 2131, 2598, 3071, 3530, 3982, 4442, 4901]","[380, 868, 1335, 1781, 2237, 2705, 3179, 3641, 4091, 4552, nan]","[175, 662, 1130, 1582, 2034, 2502, 2977, 3437, 3885, 4281, 4807]","[421, 896, 1365, 1817, 2271, 2741, 3223, 3673, 4127, 4585, nan]","[125, 612, 1080, 1532, 1984, 2452, 2927, 3387, 3835, 4231, 4757]","[471.0, 946.0, 1415.0, 1867.0, 2321.0, 2791.0, 3273.0, 3723.0, 4177.0, 4635.0, nan]","[261, 748, 1217, 1667, 2120, 2587, 3061, 3519, 3971, 4430, 4889]"
55,"[111, 522, 911, 1303, 1694, 2095, 2508, 2902, 3301, 3697, 4089, 4474, 4854]","[133, 540, 943, 1340, 1712, 2111, 2529, 2920, 3336, 3725, 4115, 4518, 4901]","[178, 584, 984, 1367, 1756, 2159, 2572, 2968, 3363, 3764, 4154, 4547, 4929]","[275, 685, 1081, 1463, 1854, 2255, 2667, 3065, 3463, 3862, 4251, 4645, 4936]","[74, 503, 900, 1291, 1673, 2085, 2470, 2892, 3286, 3686, 4062, 4465, 4846]","[307, 705, 1110, 1496, 1883, 2281, 2696, 3094, 3490, 3885, 4276, 4675, 4986]","[24, 453, 850, 1241, 1623, 2035, 2420, 2842, 3236, 3636, 4012, 4415, 4796]","[357, 755, 1160, 1546, 1933, 2331, 2746, 3144, 3540, 3935, 4326, 4725, 5036]","[165, 572, 972, 1355, 1743, 2145, 2558, 2953, 3352, 3750, 4142, 4534, 4914]"
56,"[493, 925, 1378, 1820, 2252, 2694, 3133, 3575, 4004, 4429, 4870]","[517, 964, 1405, 1847, 2296, 2724, 3171, 3587, 4010, 4468, 4909]","[557, 1004, 1437, 1881, 2321, 2753, 3197, 3635, 4059, 4495, 4936]","[676, 1124, 1550, 1983, 2443, 2860, 3307, 3739, 4175, 4598, nan]","[430, 909, 1301, 1778, 2241, 2641, 3092, 3488, 3990, 4357, 4837]","[739, 1200, 1584, 2079, 2476, 2933, 3396, 3820, 4227, 4635, nan]","[380, 859, 1251, 1728, 2191, 2591, 3042, 3438, 3940, 4307, 4787]","[789.0, 1250.0, 1634.0, 2129.0, 2526.0, 2983.0, 3446.0, 3870.0, 4277.0, 4685.0, nan]","[545, 992, 1425, 1869, 2308, 2742, 3185, 3622, 4047, 4483, 4924]"
57,"[179, 654, 1157, 1701, 2185, 2676, 3143, 3593, 4130, 4724]","[244, 737, 1249, 1767, 2254, 2741, 3204, 3671, 4231, 4818]","[271, 762, 1259, 1795, 2280, 2770, 3230, 3688, 4242, 4827]","[410, 898, 1408, 1932, 2415, 2905, 3363, 3830, 4380, 4834]","[169, 634, 1098, 1629, 2155, 2648, 3131, 3533, 4111, 4694]","[439, 916, 1427, 1953, 2447, 2920, 3394, 3858, 4420, 4982]","[119, 584, 1048, 1579, 2105, 2598, 3081, 3483, 4061, 4644]","[489, 966, 1477, 2003, 2497, 2970, 3444, 3908, 4470, 5032]","[260, 754, 1257, 1788, 2272, 2759, 3222, 3686, 4240, 4821]"
58,"[332, 838, 1342, 1861, 2298, 2717, 3178, 3620, 4242, 4756]","[391, 894, 1409, 1910, 2348, 2779, 3227, 3666, 4313, 4835]","[417, 920, 1438, 1939, 2375, 2804, 3254, 3693, 4340, 4862]","[523, 1027, 1553, 2048, 2482, 2918, 3373, 3819, 4452, 4871]","[318, 752, 1328, 1822, 2252, 2681, 3108, 3607, 4225, 4743]","[579, 1072, 1594, 2097, 2538, 2958, 3402, 3852, 4516, 4982]","[268, 702, 1278, 1772, 2202, 2631, 3058, 3557, 4175, 4693]","[629, 1122, 1644, 2147, 2588, 3008, 3452, 3902, 4566, 5032]","[408, 910, 1428, 1928, 2366, 2794, 3244, 3684, 4330, 4853]"
59,"[466, 1010, 1543, 2039, 2538, 2997, 3501, 3978, 4519, 4832]","[531, 1066, 1597, 2107, 2589, 3059, 3549, 4043, 4570, 4919]","[558, 1093, 1622, 2131, 2614, 3084, 3573, 4068, 4596, 4935]","[680, 1214, 1742, 2255, 2739, 3200, 3700, 4188, 4719, 4937]","[453, 977, 1505, 2012, 2500, 2975, 3469, 3965, 4459, 4794]","[710, 1250, 1771, 2288, 2760, 3229, 3720, 4221, 4752, 4982]","[403, 927, 1455, 1962, 2450, 2925, 3419, 3915, 4409, 4744]","[760, 1300, 1821, 2338, 2810, 3279, 3770, 4271, 4802, 5032]","[546, 1082, 1611, 2120, 2602, 3073, 3561, 4056, 4586, 4926]"
60,"[240, 645, 1043, 1433, 1847, 2289, 2713, 3139, 3562, 3941, 4343, 4729]","[285, 677, 1078, 1486, 1899, 2306, 2751, 3183, 3593, 3975, 4378, 4768]","[324, 702, 1103, 1529, 1933, 2364, 2792, 3243, 3617, 4021, 4400, 4805]","[410, 789, 1203, 1617, 2033, 2463, 2875, 3307, 3725, 4119, 4510, 4904]","[237, 588, 1011, 1395, 1836, 2244, 2705, 3116, 3468, 3935, 4288, 4722]","[452, 842, 1257, 1655, 2070, 2491, 2884, 3350, 3735, 4176, 4554, 4940]","[187, 538, 961, 1345, 1786, 2194, 2655, 3066, 3418, 3885, 4238, 4672]","[502, 892, 1307, 1705, 2120, 2541, 2934, 3400, 3785, 4226, 4604, 4990]","[298, 692, 1094, 1500, 1918, 2340, 2765, 3197, 3609, 4001, 4391, 4786]"
61,"[111, 545, 999, 1426, 1883, 2316, 2735, 3168, 3611, 4046, 4464, 4868]","[212, 649, 1107, 1534, 1976, 2363, 2851, 3265, 3675, 4123, 4541, 4922]","[253, 686, 1142, 1564, 2016, 2455, 2880, 3308, 3749, 4171, 4589, 4933]","[362, 789, 1252, 1670, 2120, 2558, 2992, 3422, 3854, 4279, 4706, 4944]","[85, 524, 976, 1402, 1874, 2297, 2719, 3153, 3585, 4020, 4456, 4858]","[396, 875, 1265, 1701, 2150, 2594, 3017, 3435, 3893, 4321, 4725, 4985]","[35, 474, 926, 1352, 1824, 2247, 2669, 3103, 3535, 3970, 4406, 4808]","[446, 925, 1315, 1751, 2200, 2644, 3067, 3485, 3943, 4371, 4775, 5035]","[233, 671, 1124, 1550, 1996, 2440, 2867, 3293, 3733, 4157, 4576, 4926]"
62,"[409, 827, 1220, 1639, 2077, 2497, 2911, 3323, 3724, 4141, 4554]","[453, 857, 1263, 1678, 2112, 2532, 2946, 3360, 3768, 4184, 4598]","[487, 895, 1304, 1714, 2147, 2568, 2986, 3395, 3808, 4223, 4636]","[590, 996, 1402, 1819, 2254, 2671, 3082, 3501, 3908, 4326, 4735]","[396, 779, 1206, 1604, 2040, 2457, 2882, 3285, 3707, 4130, 4543]","[621, 1025, 1429, 1852, 2279, 2699, 3114, 3527, 3936, 4349, 4764]","[346, 729, 1156, 1554, 1990, 2407, 2832, 3235, 3657, 4080, 4493]","[671, 1075, 1479, 1902, 2329, 2749, 3164, 3577, 3986, 4399, 4814]","[468, 873, 1278, 1694, 2128, 2548, 2961, 3375, 3784, 4200, 4613]"
63,"[197, 669, 1115, 1578, 2012, 2473, 2913, 3348, 3768, 4236, 4689]","[256, 722, 1171, 1615, 2069, 2529, 2966, 3390, 3821, 4276, 4734]","[285, 752, 1200, 1643, 2123, 2573, 2995, 3419, 3850, 4320, 4763]","[399, 859, 1309, 1755, 2209, 2663, 3104, 3527, 3960, 4414, 4874]","[186, 653, 1106, 1552, 1977, 2450, 2887, 3321, 3738, 4206, 4622]","[418, 891, 1343, 1778, 2230, 2692, 3133, 3552, 3980, 4441, 4896]","[136, 603, 1056, 1502, 1927, 2400, 2837, 3271, 3688, 4156, 4572]","[468, 941, 1393, 1828, 2280, 2742, 3183, 3602, 4030, 4491, 4946]","[270, 737, 1185, 1628, 2082, 2543, 2981, 3403, 3835, 4290, 4748]"
64,"[199, 663, 1118, 1623, 2088, 2556, 3036, 3486, 3991, 4451, 4773]","[260, 720, 1192, 1668, 2151, 2633, 3092, 3543, 4038, 4505, 4904]","[290, 749, 1222, 1697, 2183, 2670, 3134, 3596, 4068, 4536, 4944]","[423, 852, 1321, 1799, 2288, 2769, 3237, 3716, 4171, 4651, nan]","[190, 613, 1091, 1574, 2038, 2526, 2977, 3454, 3931, 4441, 4747]","[452, 866, 1380, 1855, 2333, 2809, 3290, 3739, 4185, 4704, nan]","[140, 563, 1041, 1524, 1988, 2476, 2927, 3404, 3881, 4391, 4697]","[502.0, 916.0, 1430.0, 1905.0, 2383.0, 2859.0, 3340.0, 3789.0, 4235.0, 4754.0, nan]","[289, 736, 1208, 1683, 2169, 2650, 3122, 3577, 4054, 4521, 4908]"
65,"[348, 907, 1363, 1796, 2240, 2794, 3395, 3995, 4373, 4538, 4767]","[432, 989, 1453, 1883, 2324, 2880, 3489, 4072, 4377, 4612, 4861]","[458, 1015, 1488, 1911, 2351, 2908, 3514, 4104, 4395, 4638, 4879]","[591, 1127, 1614, 2030, 2466, 3035, 3646, 4230, 4442, 4767, 4918]","[336, 858, 1352, 1786, 2201, 2751, 3358, 3949, 4259, 4501, 4723]","[623, 1139, 1646, 2066, 2501, 3073, 3674, 4259, 4454, 4800, 4985]","[286, 808, 1302, 1736, 2151, 2701, 3308, 3899, 4209, 4451, 4673]","[673, 1189, 1696, 2116, 2551, 3123, 3724, 4309, 4504, 4850, 5035]","[446, 1003, 1473, 1899, 2339, 2894, 3500, 4088, 4391, 4626, 4874]"
66,"[526, 1107, 1654, 2197, 2751, 3303, 3858, 4423, 4763]","[587, 1164, 1713, 2255, 2808, 3365, 3921, 4481, 4912]","[621, 1198, 1745, 2289, 2841, 3400, 3954, 4515, 4931]","[742, 1317, 1871, 2412, 2963, 3519, 4079, 4638, 4933]","[498, 1079, 1642, 2170, 2711, 3290, 3834, 4397, 4744]","[777, 1355, 1901, 2444, 2996, 3552, 4109, 4670, 4980]","[448, 1029, 1592, 2120, 2661, 3240, 3784, 4347, 4694]","[827, 1405, 1951, 2494, 3046, 3602, 4159, 4720, 5030]","[605, 1180, 1728, 2271, 2824, 3383, 3937, 4497, 4927]"
67,"[228, 792, 1120, 1464, 1813, 2182, 2542, 2919, 3349, 3783, 4226, 4661]","[335, 837, 1177, 1513, 1869, 2231, 2597, 2973, 3396, 3832, 4280, 4716]","[372, 883, 1248, 1557, 1923, 2277, 2637, 3009, 3443, 3878, 4336, 4767]","[375, 964, 1304, 1639, 1994, 2355, 2727, 3098, 3530, 3961, 4411, 4842]","[209, 778, 1112, 1423, 1784, 2146, 2527, 2904, 3289, 3754, 4218, 4652]","[385, 1006, 1335, 1675, 2025, 2391, 2757, 3143, 3558, 3988, 4444, 4879]","[159, 728, 1062, 1373, 1734, 2096, 2477, 2854, 3239, 3704, 4168, 4602]","[435, 1056, 1385, 1725, 2075, 2441, 2807, 3193, 3608, 4038, 4494, 4929]","[348, 854, 1190, 1528, 1884, 2245, 2610, 2988, 3410, 3847, 4294, 4729]"
68,"[578, 859, 1400, 1805, 2216, 2660, 3104, 3553, 4018, 4480, 4879]","[628, 913, 1414, 1855, 2268, 2700, 3143, 3606, 4067, 4516, 4914]","[651, 939, 1460, 1878, 2296, 2724, 3169, 3628, 4091, 4557, nan]","[762, 1043, 1578, 1989, 2403, 2836, 3278, 3739, 4202, 4665, nan]","[558, 798, 1367, 1775, 2198, 2629, 3074, 3542, 3994, 4469, 4855]","[798, 1073, 1606, 2030, 2427, 2868, 3307, 3762, 4228, 4699, nan]","[508, 748, 1317, 1725, 2148, 2579, 3024, 3492, 3944, 4419, 4805]","[848.0, 1123.0, 1656.0, 2080.0, 2477.0, 2918.0, 3357.0, 3812.0, 4278.0, 4749.0, nan]","[639, 923, 1449, 1867, 2283, 2711, 3156, 3616, 4079, 4543, 4921]"
